SUMMARY;DESCRIPTION;DTSTART;DTEND;LOCATION;CATEGORIES;UID
R1.10;RT1-B KOTTI IMEN;20251007T060000Z;20251007T080000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d34353235332d352d30
SAE1.02 PROJET;RT1-TP_A1;20251215T150000Z;20251215T160000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436302d312d30
R1.04 TP;RT1-TP_B1 AZZOUNI SOUMAYA;20251118T090000Z;20251118T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633312d302d33
SAE1.05;RT1-B LACAN DAVID;20251211T090000Z;20251211T110000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d32333538342d302d30
R1.10;RT1-A TCHEN CASSANDRA;20251013T080000Z;20251013T100000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d32343039312d362d30
R1.13;RT1-S1 BIARD MATHIEU;20250908T120000Z;20250908T140000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d3837332d302d31
R1.08;RT1-TP_A2 MARTINI PIERRE;20250918T060000Z;20250918T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363236312d302d32
SAE1.02 PROJET;RT1-TP_A2;20251212T130000Z;20251212T140000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436312d322d30
R1.02;RT1-A AZZOUNI SOUMAYA;20250930T080000Z;20250930T100000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31343631352d302d31
SAE1.01;RT1-TP_B2;20250919T120000Z;20250919T140000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31363532362d302d32
R1.01b;RT1-TP_A2 LAURENT NILS;20250917T120000Z;20250917T160000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d33313338382d302d30
Journée de la Santé sexuelle;RT1-S1 RT2-S3;20251113T110000Z;20251113T170000Z;;;ADE60323032352d3230323653542d455449454e4e452d32393138312d302d30
SAE1.03 SOUTENANCE;RT1-TP_A2 HEYRAUD CHRISTOPHE;20251126T090000Z;20251126T120000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d31353132302d302d30
R1.10;RT1-B KOTTI IMEN;20250909T080000Z;20250909T100000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d34353235332d312d30
SAE1.01 SUIVI;RT1-TP_B2 AZZOUNI SOUMAYA;20250915T140000Z;20250915T150000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31363533372d302d32
SAE1.03 SOUTENANCE;RT1-TP_A1 HEYRAUD CHRISTOPHE;20251119T090000Z;20251119T120000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d31343537312d302d30
SAE1.05 PROJET B2;RT1-TP_B2;20251217T150000Z;20251217T170000Z;D_110b;;ADE60323032352d3230323653542d455449454e4e452d36323133392d31312d30
SAE1.05 PROJET B1;RT1-TP_B1;20260109T130000Z;20260109T140000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33363333382d352d30
SAE1.04 SUIVI PROJET;RT1-TP_B2 MATICHARD PIERRE-JEAN;20251112T140000Z;20251112T150000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33303533392d302d30
R1.13 TDB;RT1-B GRIZONNET YANN;20251117T090000Z;20251117T110000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d313235322d302d31
SAE1.05 PROJET B2;RT1-TP_B2;20260107T090000Z;20260107T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d36323133392d382d30
R1.03;RT1-TP_B1 AZZOUNI SOUMAYA;20251118T130000Z;20251118T170000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31353936352d302d32
R1.04 PRE;RT1-B HEYRAUD CHRISTOPHE;20250908T140000Z;20250908T160000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d31343132362d302d32
SAE1.01 Soutenance;RT1-TP_B2 AZZOUNI SOUMAYA;20250926T060000Z;20250926T090000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d32353038342d302d30
R1.08;RT1-TP_B1 MARTINI PIERRE;20250916T120000Z;20250916T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235362d302d34
SAE1.02 PROJET;RT1-TP_B1;20251216T130000Z;20251216T140000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31383436332d332d30
SAE1.05 PROJET B2;RT1-TP_B2;20260107T070000Z;20260107T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d36323133392d332d30
SAE1.03 SUIVI;RT1-TP_B2 EL BADAOUI MOHAMED;20251114T090000Z;20251114T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32383130362d302d32
R1.06;RT1-A HEYRAUD CHRISTOPHE;20251124T070000Z;20251124T090000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d35303739362d302d30
R1.08;RT1-A MARTINI PIERRE;20250912T080000Z;20250912T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343632382d302d33
R1.08;RT1-TP_B1 MARTINI PIERRE;20251016T060000Z;20251016T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235362d302d30
SAE1.03 TD presentation SAE;RT1-B HEYRAUD CHRISTOPHE;20251020T130000Z;20251020T140000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d32303337312d302d30
SAE1.03 SUIVI;RT1-TP_B1 HEYRAUD CHRISTOPHE;20251110T080000Z;20251110T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32383031342d302d33
R1.07 TP;RT1-TP_A1 LAURENT NILS;20251015T080000Z;20251015T100000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31363631382d302d30
R1.08;RT1-TP_B2 MARTINI PIERRE;20250925T060000Z;20250925T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363236332d302d32
R1.02;RT1-B CHAMBERT CHRISTOPHE;20251003T060000Z;20251003T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d34313838352d302d33
R1.06;RT1-B HEYRAUD CHRISTOPHE;20251201T130000Z;20251201T150000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d35303739352d342d30
R1.02;RT1-A AZZOUNI SOUMAYA;20250929T120000Z;20250929T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343631352d302d30
R1.01c;RT1-B MARTINI PIERRE;20251008T060000Z;20251008T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d32343334332d302d31
SAE1.02 PROJET;RT1-TP_A2;20251216T140000Z;20251216T150000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31383436312d332d30
SAE1.01;RT1-B AZZOUNI SOUMAYA;20251002T074500Z;20251002T104500Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31353834342d302d30
R1.12 EN 1ER;RT1-S1 NEJJAR NABIH;20250929T060000Z;20250929T070000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d31363435322d302d30
SAE1.04 TP;RT1-TP_A2 MATICHARD PIERRE-JEAN;20251104T070000Z;20251104T080000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32303638392d302d30
R1.14;RT1-B GAULTIER BEATRICE;20250916T060000Z;20250916T080000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d31343832382d302d32
SAE1.PORTFOLIO en 1ER;RT1-TP_B2 MATICHARD PIERRE-JEAN;20251015T060000Z;20251015T080000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d393935332d302d30
SAE1.01;RT1-TP_A2;20250919T140000Z;20250919T160000Z;G_010;;ADE60323032352d3230323653542d455449454e4e452d31363532312d302d31
SAE1.02 TP 2H SOUTENANCE;RT1-TP_A1 CHAMBERT CHRISTOPHE;20260106T070000Z;20260106T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313836332d302d30
SAE1.01 SUIVI;RT1-TP_B2 AZZOUNI SOUMAYA;20250909T070000Z;20250909T080000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31363533372d302d30
R1.07 TP;RT1-TP_B1 LAURENT NILS;20251110T130000Z;20251110T150000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d31363633312d302d38
R1.02 DS TP;RT1-TP_B2 AZZOUNI SOUMAYA;20251013T110000Z;20251013T140000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d32343538342d302d30
SAE1.05 PROJET B2;RT1-TP_B2;20260106T090000Z;20260106T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d36323133392d31302d30
R1.04 TP;RT1-TP_B2 AZZOUNI SOUMAYA;20251202T150000Z;20251202T170000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633392d302d35
R1.09;RT1-TP_A1 MATICHARD PIERRE-JEAN;20251008T080000Z;20251008T100000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d32383430332d302d31
Déjeuner - Pique-nique (salle Bonnefille);RT1-S1;20250901T103000Z;20250901T120000Z;;;ADE60323032352d3230323653542d455449454e4e452d31303430392d302d30
R1.04 DS TP;RT1-TP_A1 AZZOUNI SOUMAYA;20260107T080000Z;20260107T100000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d343935362d302d30
R1.01c;RT1-A MARTINI PIERRE;20251007T120000Z;20251007T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343538362d302d33
R1.02;RT1-A AZZOUNI SOUMAYA;20251003T140000Z;20251003T160000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343631352d302d32
R1.01b;RT1-TP_B1 CHEMINEAU CHRISTOPHE;20250917T060000Z;20250917T100000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33313339302d302d30
R1.01c;RT1-TP_A1 MARTINI PIERRE;20251021T120000Z;20251021T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31303435332d302d30
R1.10;RT1-B KOTTI IMEN;20250930T060000Z;20250930T080000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d34353235332d342d30
Contrôle des Absences - Bureau de Mme Zeryouh;RT2-S3 RT1-S1 ZERYOUH NEZHA;20251014T100000Z;20251014T103000Z;;;ADE60323032352d3230323653542d455449454e4e452d33343830382d302d3134
R1.01c;RT1-TP_A2 MARTINI PIERRE;20251014T060000Z;20251014T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31313131332d302d31
SAE1.04;RT1-B MATICHARD PIERRE-JEAN;20251201T073000Z;20251201T090000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31393835322d302d31
R1.01c;RT1-B MARTINI PIERRE;20251014T080000Z;20251014T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d32343334332d302d32
SAE1.03;RT1-TP_B1;20251022T120000Z;20251022T140000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313233382d302d31
R1.03 DS TP;RT1-TP_B1 AZZOUNI SOUMAYA;20251205T130000Z;20251205T170000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d32383733372d302d30
SAE1.02 PROJET;RT1-TP_B2;20251210T130000Z;20251210T150000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31383436392d302d32
SAE1.03;RT1-TP_A1;20251104T070000Z;20251104T080000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383437352d312d32
SAE1.02 PROJET;RT1-TP_A1;20251215T070000Z;20251215T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436302d302d32
SAE1.05 PROJET A2;RT1-TP_A2;20260106T070000Z;20260106T080000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d32343535372d332d32
R1.11 Voltaire B1;BARNAY FABIENNE RT1-TP_B1;20260113T140000Z;20260113T150000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d36333638302d302d31
SAE1.03 SUIVI;RT1-TP_B2 EL BADAOUI MOHAMED;20251024T060000Z;20251024T070000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32383130362d302d30
R1.12 Soutenance;RT1-B NEJJAR NABIH;20251216T090000Z;20251216T110000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d34393836392d302d30
R1.07 TP;RT1-TP_B2 EL AMLI AMINE;20251022T120000Z;20251022T140000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31363633372d302d37
R1.10;RT1-TP_B1 KOTTI IMEN;20251212T090000Z;20251212T110000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d33303233362d302d30
R1.15;RT1-A BOURAMTANE KHALIL;20250924T140000Z;20250924T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31393831372d332d30
SAE1.03;RT1-TP_B1;20251118T070000Z;20251118T080000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313233382d312d33
R1.13;RT1-TP_A1 BIARD MATHIEU;20251128T070000Z;20251128T090000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d383339342d302d31
SAE1.01 SUIVI;RT1-TP_B2 AZZOUNI SOUMAYA;20250916T120000Z;20250916T130000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31363533372d302d31
R1.13 TDA;RT1-A BIARD MATHIEU;20251105T070000Z;20251105T090000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d3734332d302d30
SAE1.01;RT1-TP_A2;20250916T070000Z;20250916T080000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31363532312d312d31
R1.14;RT1-TP_B2 GAULTIER BEATRICE;20251103T150000Z;20251103T170000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31343837382d302d32
R1.07 TP;RT1-TP_B1 LAURENT NILS;20251105T070000Z;20251105T090000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31363633312d302d36
R1.05;RT1-A HEYRAUD CHRISTOPHE;20250912T060000Z;20250912T080000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d3133312d302d30
R1.04 TP;RT1-TP_B2 CHEVRIER JEAN-PIERRE;20251128T130000Z;20251128T150000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633392d302d36
R1.11 COMMUNICATION;RT1-B DIOLEZ JULIE;20251202T130000Z;20251202T150000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d34363837342d302d32
SAE1.03;RT1-TP_B2;20251114T100000Z;20251114T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313637382d312d31
R1.05;RT1-A HEYRAUD CHRISTOPHE;20250916T140000Z;20250916T160000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d3133312d302d31
SAE1.04 SUIVI PROJET;RT1-TP_A1 MATICHARD PIERRE-JEAN;20251114T080000Z;20251114T090000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d33303532392d302d31
SAE1.02 PROJET;RT1-TP_B1;20260105T130000Z;20260105T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31383436332d322d32
SAE1.05 PROJET B2;RT1-TP_B2;20260107T150000Z;20260107T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d36323133392d392d30
VISITE BU (présence OBLIGATOIRE);RT1-TP_A2 HEYRAUD CHRISTOPHE;20250919T070000Z;20250919T080000Z;;;ADE60323032352d3230323653542d455449454e4e452d33343831332d302d30
R1.01c;RT1-TP_B2 MARTINI PIERRE;20251017T120000Z;20251017T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31313237372d302d31
R1.03;RT1-TP_A1 CHEMINEAU CHRISTOPHE;20251120T070000Z;20251120T110000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31353936312d302d32
R1.11 METHODO IA;RT1-TP_A1 MARTINI PIERRE;20251217T070000Z;20251217T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32303732332d302d30
Contrôle des Absences - Bureau de Mme Zeryouh;RT1-S1 RT2-TP_R_FI RT2-TD_C_(CYBER) RT3-TP_C_FI RT3-TP_R_FI ZERYOUH NEZHA;20251104T110000Z;20251104T113000Z;;;ADE60323032352d3230323653542d455449454e4e452d35373537322d302d31
R1.05;RT1-B HEYRAUD CHRISTOPHE;20250918T060000Z;20250918T080000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d3932352d302d31
SAE1.04 PROJET;RT1-TP_B1;20251203T080000Z;20251203T090000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d33303532352d302d34
SAE1.05 PROJET B1;RT1-TP_B1;20260109T100000Z;20260109T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33363333382d332d30
R1.15;RT1-TP_A2 GUILLOT TIPHANIE;20251015T140000Z;20251015T160000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d34363933382d312d30
R1.13 TDA;RT1-A BIARD MATHIEU;20251121T090000Z;20251121T110000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d3734332d302d32
R1.06;RT1-A HEYRAUD CHRISTOPHE;20251128T150000Z;20251128T170000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d35303739362d322d30
R1.07 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251013T060000Z;20251013T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363631392d302d39
R1.07 TP;RT1-TP_A1 LAURENT NILS;20251107T150000Z;20251107T170000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31363631382d302d34
R1.11 METHODO IA;RT1-TP_A2 MARTINI PIERRE;20251219T130000Z;20251219T170000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32323031372d302d30
SAE1.04 PROJET;RT1-TP_A2;20251114T100000Z;20251114T110000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33303532322d302d31
R1.13;RT1-TP_B2 BIARD MATHIEU GIM equipement Jocker;20251125T090000Z;20251125T110000Z;G_016;;ADE60323032352d3230323653542d455449454e4e452d31343237312d302d31
R1.14;RT1-A GAULTIER BEATRICE;20250915T080000Z;20250915T100000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d3132372d302d35
R1.10;RT1-TP_B1 KOTTI IMEN;20260109T150000Z;20260109T170000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d33303233362d312d30
SAE1.01;RT1-TP_B1;20250918T090000Z;20250918T100000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d31363532322d362d30
R1.11 COMMUNICATION;RT1-A DIOLEZ JULIE;20251202T090000Z;20251202T110000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d34363837322d302d32
R1.08 (DS TP);RT1-TP_A2 MARTINI PIERRE;20251008T080000Z;20251008T110000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363234392d302d30
SAE1.01;RT1-TP_B1;20250919T130000Z;20250919T150000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d31363532322d322d30
R1.01c;RT1-A MARTINI PIERRE;20251013T110000Z;20251013T130000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343538362d302d32
R1.14;RT1-TP_A1 GAULTIER BEATRICE;20250917T060000Z;20250917T080000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d31343834342d302d30
SAE1.03;RT1-TP_B1;20251126T070000Z;20251126T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313233382d302d30
SAE1.01;RT1-TP_B1;20250915T090000Z;20250915T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363532322d332d30
SAE1.02 PROJET;RT1-TP_A1;20251209T130000Z;20251209T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31383436302d332d31
SAE1.01;RT1-TP_A1;20250919T140000Z;20250919T160000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31363531342d302d32
SAE1.02 PROJET;RT1-TP_B2;20251203T140000Z;20251203T150000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31383436392d332d32
SAE1.05 PROJET A1;RT1-TP_A1;20260108T100000Z;20260108T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32343336372d362d30
R1.01c;RT1-TP_B2 MARTINI PIERRE;20251020T080000Z;20251020T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31313237372d302d33
SAE1.01 Soutenance;RT1-TP_B1 AZZOUNI SOUMAYA;20250925T070000Z;20250925T100000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d32353038302d302d30
R1.11 Voltaire B2;BARNAY FABIENNE RT1-TP_B2;20251219T110000Z;20251219T120000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d36333638322d302d34
SAE1.04 PROJET;RT1-TP_A1;20251205T160000Z;20251205T170000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33303531372d302d37
R1.10;RT1-TP_A2 TCHEN CASSANDRA;20251119T130000Z;20251119T150000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d33313334382d302d30
R1.08;RT1-TP_A2 MARTINI PIERRE;20250925T080000Z;20250925T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363236312d302d31
SAE1.03;RT1-TP_B2;20251121T090000Z;20251121T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313637382d302d33
Contrôle des Absences - Bureau de Mme Zeryouh;RT2-S3 RT1-S1 ZERYOUH NEZHA;20251202T110000Z;20251202T113000Z;;;ADE60323032352d3230323653542d455449454e4e452d33343830382d302d32
R1.12 Soutenance;RT1-A NEJJAR NABIH;20251216T070000Z;20251216T090000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d34393836342d302d30
R1.11 Voltaire A2;BARNAY FABIENNE RT1-TP_A2;20250925T070000Z;20250925T080000Z;G_016;;ADE60323032352d3230323653542d455449454e4e452d36333637392d302d33
SAE1.02 PROJET;RT1-TP_B2;20251212T080000Z;20251212T090000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31383436392d312d32
SAE1.02 SUIVI PROJET;RT1-TP_A2 MATICHARD PIERRE-JEAN;20251209T140000Z;20251209T150000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d32303335312d302d31
R1.12 EN 2EME;RT1-B armoire PC JOKER NEJJAR NABIH;20251106T070000Z;20251106T090000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33303234382d302d31
SAE1.04 PROJET;RT1-TP_A2;20251114T080000Z;20251114T090000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33303532322d302d34
R1.01b DS TP;RT1-TP_A1 CHEMINEAU CHRISTOPHE;20251001T060000Z;20251001T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33313336372d302d30
R1.04 TP;RT1-TP_A1 AZZOUNI SOUMAYA;20251127T070000Z;20251127T090000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31313933302d302d33
SAE1.03 TD presentation SAE;RT1-A HEYRAUD CHRISTOPHE;20251017T100000Z;20251017T110000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d32303337302d302d30
R1.12 Présoutenance;RT1-A NEJJAR NABIH;20251201T070000Z;20251201T090000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d34393836322d302d30
SAE1.02 SUIVI PROJET;RT1-TP_A2 MATICHARD PIERRE-JEAN;20251212T090000Z;20251212T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32303335312d302d32
R1.01c;RT1-TP_A2 MARTINI PIERRE;20251023T080000Z;20251023T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31313131332d302d32
SAE1.05 PROJET A2;RT1-TP_A2;20260107T070000Z;20260107T080000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d32343535372d332d30
R1.06;RT1-TP_A1 CHAMBERT CHRISTOPHE;20251212T070000Z;20251212T110000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d31343631302d302d30
R1.02 DS TP;RT1-TP_B1 CHAMBERT CHRISTOPHE;20251014T120000Z;20251014T150000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d31383430312d302d30
SAE1.05 PROJET B1;RT1-TP_B1;20260109T090000Z;20260109T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33363333382d392d30
SAE1.04 PROJET;RT1-TP_A2;20251107T140000Z;20251107T150000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33303532322d302d37
R1.01b;RT1-TP_B1 CHEMINEAU CHRISTOPHE;20250924T120000Z;20250924T160000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d33313339302d302d31
SAE1.05 SUIVI PROJET;RT1-TP_A2 BIARD MATHIEU;20260106T080000Z;20260106T090000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d33353435322d302d30
SAE1.02 TP 4H;RT1-TP_B1 CHAMBERT CHRISTOPHE;20251219T130000Z;20251219T170000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d33343339332d302d30
R1.08;RT1-TP_B2 MARTINI PIERRE;20250924T080000Z;20250924T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363236332d302d33
SAE1.01;RT1-TP_A2;20250918T080000Z;20250918T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31363532312d302d30
R1.04 DS TP;RT1-TP_A2 AZZOUNI SOUMAYA;20260105T070000Z;20260105T090000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d353530332d302d30
R1.07 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251014T140000Z;20251014T160000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31363631392d302d38
R1.07 TP;RT1-TP_B2 EL AMLI AMINE;20251024T130000Z;20251024T150000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31363633372d302d35
R1.08;RT1-B MARTINI PIERRE;20250911T080000Z;20250911T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343633332d302d32
R1.14;RT1-TP_B1 GAULTIER BEATRICE;20251107T150000Z;20251107T170000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343837332d302d32
R1.07;RT1-B LAURENT NILS;20250923T080000Z;20250923T100000Z;G_016;;ADE60323032352d3230323653542d455449454e4e452d31353039342d362d30
R1.11 Voltaire A2;BARNAY FABIENNE RT1-TP_A2;20251013T130000Z;20251013T140000Z;G_016;;ADE60323032352d3230323653542d455449454e4e452d36333637392d302d30
R1.13;RT1-TP_A1 BIARD MATHIEU;20251127T090000Z;20251127T110000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d383339342d302d30
SAE1.04 TP Présentation orale;RT1-TP_A2 MATICHARD PIERRE-JEAN;20260109T130000Z;20260109T170000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33353238392d302d30
R1.03;RT1-TP_B1 AZZOUNI SOUMAYA;20251121T070000Z;20251121T110000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31353936352d302d31
SAE1.02 SUIVI PROJET;RT1-TP_A2 MATICHARD PIERRE-JEAN;20260109T090000Z;20260109T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d32303335312d302d34
SAE1.02 SUIVI PROJET;RT1-TP_A1 CHAMBERT CHRISTOPHE;20260106T100000Z;20260106T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32303334372d302d32
R1.11 COMMUNICATION;RT1-B DIOLEZ JULIE;20250902T120000Z;20250902T140000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d34363837342d302d30
R1.11 METHODO IA;RT1-A MARTINI PIERRE;20251211T090000Z;20251211T103000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d34383633322d302d31
R1.01c;RT1-TP_B2 MARTINI PIERRE;20251017T090000Z;20251017T110000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31313237372d302d32
SAE1.02 SUIVI PROJET;RT1-TP_B1 CHAMBERT CHRISTOPHE;20251208T140000Z;20251208T150000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32303335332d302d30
SAE1.04 PROJET;RT1-TP_A1;20251112T140000Z;20251112T150000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d33303531372d302d30
